Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1,New York Zip Codes,Counties,NYS Municipal Boundaries
NYS-2016-0041,Cobble Hill Fire,2016-04-17T00:00:00.000,2016-04-17T00:00:00.000,2016-04-18T00:00:00.000,5,5C,ESSEX,NORTH ELBA,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.1,44.29575,-73.96476,Private Property,,0.00,0,0,0,0,0,0,"LaPierre,Joseph J",Other,,"{'latitude': '44.29575', 'longitude': '-73.96476'}",275,2084,430
NYS-2016-0040,Watersnake Creek Fire,2016-04-17T00:00:00.000,2016-04-17T00:00:00.000,2016-04-19T00:00:00.000,7,7A,BROOME,COLESVILLE,Equipment, 8 - Timber - Light Hardwood Litter,4,22.5,42.13574,-75.60893,Private Property,N/A,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,N/A,"{'latitude': '42.13574', 'longitude': '-75.60893'}",399,2033,965
NYS-2016-0039,Richards Dr Fire ,2016-04-16T00:00:00.000,2016-04-16T00:00:00.000,2016-04-18T00:00:00.000,3,3B,PUTNAM,PUTNAM VALLEY,Campfire,10 - Timber  - Heavy Litter/Downed Fuels,5,2.0,41.39373,-73.79339,Private Property,,0.00,0,0,0,0,0,0,"Davey,Nancy H",Fire Department,,"{'latitude': '41.39373', 'longitude': '-73.79339'}",1257,627,99
NYS-2016-0038,Shin Hollow II Fire,2016-04-16T00:00:00.000,2016-04-16T00:00:00.000,2016-04-19T00:00:00.000,3,3B,ORANGE,DEERPARK,Smoking, 9 - Timber - Medium Hardwood Litter,5,4.0,41.39462,-74.63728,Private Property,NA,0.00,0,0,0,0,0,0,"Sabo,Scott L",911 Dispatch,,"{'latitude': '41.39462', 'longitude': '-74.63728'}",1091,2134,878
NYS-2016-0037,Granville Rt 28 Fire,2016-04-16T00:00:00.000,2016-04-16T00:00:00.000,2016-04-19T00:00:00.000,5,5F,WASHINGTON,GRANVILLE,Debris Burning, 8 - Timber - Light Hardwood Litter,5,5.5,43.34903,-73.28751,Private Property,,0.00,0,0,0,0,0,0,"Bodnar,Michael J",911 Dispatch,,"{'latitude': '43.34903', 'longitude': '-73.28751'}",94,2184,721
NYS-2016-0036,Pump Station RX,2016-04-15T00:00:00.000,2016-04-15T00:00:00.000,2016-04-15T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,5,12.5,42.19446,-77.37600,State Forest/RF Area,Cameron Mills SF,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",Ranger Patrol,,"{'latitude': '42.19446', 'longitude': '-77.376'}",1766,2178,44
NYS-2016-0035,West Mt. Fire,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,2016-04-15T00:00:00.000,3,3B,DUTCHESS,BEEKMAN,Incendiary,10 - Timber  - Heavy Litter/Downed Fuels,5,2.0,41.61995,-73.63086,State Forest/RF Area,West Mountain State Forest,0.00,0,0,0,0,0,0,"Davey,Nancy H",911 Dispatch,,"{'latitude': '41.61995', 'longitude': '-73.63086'}",999,2040,600
NYS-2016-0034,Plainfield State Forest Fire,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,4,4B,OTSEGO,PLAINFIELD,Debris Burning, 2 - Grass - Understory,5,5.3,42.81525,-75.17833,State Forest/RF Area,Plainfield State Forest,0.00,0,0,0,0,0,0,"Chappell,Michael C",911 Dispatch,,"{'latitude': '42.81525', 'longitude': '-75.17833'}",1394,2136,900
NYS-2016-0033,Beaver Pond Road Fire,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,5,5E,WARREN,HORICON,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,2.0,43.74990,-73.68327,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.7499', 'longitude': '-73.68327'}",802,2183,822
NYS-2016-0032,Cameron Meadows RX,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,2016-04-14T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,5,12.0,42.21555,-77.40652,State Forest/RF Area,Cameron State Forest,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",Ranger Patrol,,"{'latitude': '42.21555', 'longitude': '-77.40652'}",1765,2178,44
NYS-2016-0031,Ranch Road Fire,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,7,7A,TIOGA,BARTON,Debris Burning, 8 - Timber - Light Hardwood Litter,5,13.0,42.06094,-76.52503,Private Property,NA,0.00,0,0,0,0,0,0,"Oldroyd,Joan T",911 Dispatch,NA,"{'latitude': '42.06094', 'longitude': '-76.52503'}",920,630,58
NYS-2016-0030,Comfort Hill Fire,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,8,8A,CHEMUNG,ASHLAND,Equipment, 1 - Grass - Light,5,7.5,42.03239,-76.79253,Private Property,,0.00,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '42.03239', 'longitude': '-76.79253'}",922,2036,490
NYS-2016-0029,West Sayville RX,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,2016-04-01T00:00:00.000,1,1A,SUFFOLK,ISLIP,Prescribed Fire, 2 - Grass - Understory,5,29.5,40.74361,-73.10294,Federal Lands,,0.00,0,0,0,0,0,0,"Nally,David X",Other,,"{'latitude': '40.74361', 'longitude': '-73.10294'}",1486,2179,1019
NYS-2016-0028,Dingman Hill Fire,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,7,7A,CHENANGO,BAINBRIDGE,Children, 1 - Grass - Light,4,8.3,42.30212,-75.43228,Private Property,N/A,0.00,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,N/A,"{'latitude': '42.30212', 'longitude': '-75.43228'}",1628,2037,274
NYS-2016-0027,Green St Fire,2016-03-30T00:00:00.000,2016-03-30T00:00:00.000,2016-03-31T00:00:00.000,5,5B,ESSEX,CHESTERFIELD,Smoking, 1 - Grass - Light,5,4.0,44.44238,-73.61003,Private Property,,0.00,0,0,0,0,0,0,"Bronson,Glen A",Ranger Patrol,,"{'latitude': '44.44238', 'longitude': '-73.61003'}",273,2084,454
NYS-2016-0026,Shin Hollow Fire,2016-03-29T00:00:00.000,2016-03-29T00:00:00.000,2016-03-29T00:00:00.000,3,3B,ORANGE,DEERPARK,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,1.0,41.40543,-74.61949,Private Property,none,0.00,0,0,0,0,0,0,"Parlier,Philip J",Ranger Patrol,none,"{'latitude': '41.40543', 'longitude': '-74.61949'}",1091,2134,878
NYS-2016-0025,Bear Swamp Fire,2016-03-26T00:00:00.000,2016-03-26T00:00:00.000,2016-03-26T00:00:00.000,7,7A,BROOME,WINDSOR,Equipment, 1 - Grass - Light,4,21.0,41.99882,-75.61143,Private Property,N/A,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,N/A,"{'latitude': '41.99882', 'longitude': '-75.61143'}",,2033,
NYS-2016-0024,White Rock Fire,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,4,4B,DELAWARE,WALTON,Miscellaneous, 5 - Brush - Continuous but Light,5,1.3,42.16907,-75.12029,Private Property,,0.00,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '42.16907', 'longitude': '-75.12029'}",467,2039,555
NYS-2016-0023,Minnamon Fire,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,8,8A,STEUBEN,CANISTEO,Debris Burning, 8 - Timber - Light Hardwood Litter,5,2.7,42.27145,-77.58453,Private Property,,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.27145', 'longitude': '-77.58453'}",1769,2178,42
NYS-2016-0022,Agony Hill Fire,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,2016-03-27T00:00:00.000,7,7A,TIOGA,BARTON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,28.0,42.01726,-76.51185,Private Property,N/A,0.00,0,0,0,5,0,0,"Oldroyd,Joan T",911 Dispatch,N/A,"{'latitude': '42.01726', 'longitude': '-76.51185'}",920,630,58
NYS-2016-0021,Prentice fire,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,2016-03-24T00:00:00.000,7,7A,BROOME,CHENANGO,Debris Burning, 1 - Grass - Light,5,6.0,42.22610,-75.94164,Private Property,N/A,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,N/A,"{'latitude': '42.2261', 'longitude': '-75.94164'}",1661,2033,966
NYS-2016-0020,Marine Park SW,2016-03-21T00:00:00.000,2016-03-21T00:00:00.000,2016-03-25T00:00:00.000,2,2A,KINGS,BROOKLYN,Incendiary, 3 - Grass - Heavy,3,11.6,40.59114,-73.91710,Other Government,,0.00,0,0,0,0,0,0,"Martin,Russell P",Other,,"{'latitude': '40.59114', 'longitude': '-73.9171'}",817,2090,894
NYS-2016-0019,Cragsmoor Rd,2016-03-21T00:00:00.000,2016-03-21T00:00:00.000,2016-03-21T00:00:00.000,3,3A,ULSTER,WAWARSING,Miscellaneous, 8 - Timber - Light Hardwood Litter,5,1.5,41.66501,-74.38538,Private Property,,0.00,0,0,0,0,0,0,"Stratton,Robert  E",911 Dispatch,,"{'latitude': '41.66501', 'longitude': '-74.38538'}",116,2182,407
NYS-2016-0018,Eager Spot Fire,2016-03-21T00:00:00.000,2016-03-21T00:00:00.000,2016-03-23T00:00:00.000,3,3B,ORANGE,HAMPTONBURGH,Incendiary, 8 - Timber - Light Hardwood Litter,5,2.0,41.48584,-74.25393,Private Property,,0.00,0,0,0,0,0,0,"Sabo,Scott L",911 Dispatch,,"{'latitude': '41.48584', 'longitude': '-74.25393'}",986,2134,875
