Fire Number,Incident Name,Fire Start Date,Initial Report Date,Fire Out Date,Region,Zone,County,Municipality,Cause,NFFL Fuel Model,Complex Type,Acreage,Latitude,Longitude,Ownership,State Land Unit Name,Total,Fatalities,Injuries,Homes Lost,Homes Threatened,Other Structures Lost,Other Structures Threatened,Reporting Ranger,Fire Report Method,Railroad Name,Location 1,New York Zip Codes,Counties,NYS Municipal Boundaries
NYS-2009-0069,Flint Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-18T00:00:00.000,8,8A,STEUBEN,COHOCTON,Equipment,10 - Timber  - Heavy Litter/Downed Fuels,4,3.0,42.46560,-77.48768,Private Property,,9.00,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'latitude': '42.4656', 'longitude': '-77.48768'}",1772,2178,40
NYS-2009-0068,Lake Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,7,7A,MADISON,EATON,Debris Burning, 8 - Timber - Light Hardwood Litter,4,1.0,42.88264,-75.58146,Private Property,,0.00,0,0,0,0,0,0,"McPherson,James ",911 Dispatch,,"{'latitude': '42.88264', 'longitude': '-75.58146'}",768,2092,141
NYS-2009-0067,Stanton Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,7,7A,MADISON,NELSON,Debris Burning, 1 - Grass - Light,5,0.3,42.92390,-75.77791,Private Property,Neslon Swamp ,0.00,0,0,0,1,0,0,"McPherson,James ",911 Dispatch,,"{'latitude': '42.9239', 'longitude': '-75.77791'}",354,2092,123
NYS-2009-0066,Reasor Hollow,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-20T00:00:00.000,8,8A,CHEMUNG,BIG FLATS,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,10.0,42.17853,-76.96166,Private Property,,0.00,0,0,0,0,0,1,"Meehan,William X",911 Dispatch,,"{'latitude': '42.17853', 'longitude': '-76.96166'}",1760,2036,488
NYS-2009-0065,Teeter Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,7,7A,CORTLAND,CORTLANDVILLE,Debris Burning, 1 - Grass - Light,5,2.0,42.53000,-76.22000,Private Property,,0.00,0,0,0,0,0,0,"Giraud,William L",911 Dispatch,,"{'latitude': '42.53', 'longitude': '-76.22'}",362,620,763
NYS-2009-0064,Truesdale Hill Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,5,5E,WARREN,LAKE GEORGE,Debris Burning, 5 - Brush - Continuous but Light,5,0.3,43.47705,-73.73106,Private Property,,0.00,0,0,0,0,1,2,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.47705', 'longitude': '-73.73106'}",128,2183,820
NYS-2009-0063,Tractor Supply Fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,5,5E,WARREN,QUEENSBURY,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,0.5,43.32732,-73.67327,Private Property,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.32732', 'longitude': '-73.67327'}",785,2183,818
NYS-2009-0062,Bus Garage Fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-19T00:00:00.000,5,5E,WARREN,QUEENSBURY,Campfire, 8 - Timber - Light Hardwood Litter,5,0.8,43.34274,-73.69615,Other Not Classified,,0.00,0,0,0,0,0,0,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.34274', 'longitude': '-73.69615'}",785,2183,818
NYS-2009-0061,Center Rd Fire,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,2009-04-17T00:00:00.000,5,5F,WASHINGTON,CAMBRIDGE,Children, 9 - Timber - Medium Hardwood Litter,5,1.0,42.95294,-73.41278,Private Property,,0.00,0,0,0,0,0,0,"Schwab,Werner J",DEC Dispatch,,"{'latitude': '42.95294', 'longitude': '-73.41278'}",1182,2138,127
NYS-2009-0060,Ulster Heights Fire,2009-04-15T00:00:00.000,2009-04-16T00:00:00.000,2009-04-15T00:00:00.000,3,3A,ULSTER,WAWARSING,Campfire, 2 - Grass - Understory,4,1.0,41.77509,-74.50737,Private Property,,0.00,0,0,0,0,0,0,"Dawson,Robert B",911 Dispatch,,"{'latitude': '41.77509', 'longitude': '-74.50737'}",122,2182,407
NYS-2009-0059,Harvey Bridge Fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-17T00:00:00.000,6,6B,HERKIMER,OHIO,Equipment, 9 - Timber - Medium Hardwood Litter,5,2.0,43.33669,-74.98182,Private Property,,0.00,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'latitude': '43.33669', 'longitude': '-74.98182'}",538,2088,672
NYS-2009-0058,Water Board fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-19T00:00:00.000,8,8A,CHEMUNG,ELMIRA,Incendiary, 9 - Timber - Medium Hardwood Litter,4,9.8,42.10665,-76.79263,Other Government,,0.00,0,0,0,0,0,0,"Meehan,William X",911 Dispatch,,"{'latitude': '42.10665', 'longitude': '-76.79263'}",926,2036,485
NYS-2009-0057,Hard scrabble,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,8,8A,STEUBEN,TUSCARORA,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,8.2,42.09018,-77.28675,Private Property,,36.00,0,0,0,0,0,0,"Carpenter,Timothy J",911 Dispatch,,"{'latitude': '42.09018', 'longitude': '-77.28675'}",1748,2178,22
NYS-2009-0056,Larkin Road Fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,7,7A,MADISON,HAMILTON,Debris Burning, 1 - Grass - Light,4,2.0,42.80061,-75.47563,Private Property,,0.00,0,1,0,1,3,0,"McPherson,James ",911 Dispatch,,"{'latitude': '42.80061', 'longitude': '-75.47563'}",563,2092,138
NYS-2009-0055,Coats,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,9,9A,ALLEGANY,ALMOND,Incendiary, 1 - Grass - Light,4,0.6,42.39651,-77.83693,Private Property,,0.00,0,0,0,0,0,0,"Thaine,Justin T",Other,,"{'latitude': '42.39651', 'longitude': '-77.83693'}",1768,2031,471
NYS-2009-0054,Pavillion Fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,8,8A,STEUBEN,FREMONT,Equipment, 1 - Grass - Light,5,0.5,42.38066,-77.65697,Other Government,N/a,0.00,0,0,0,0,0,0,"Cordell,Daniel S",Ranger Patrol,,"{'latitude': '42.38066', 'longitude': '-77.65697'}",1782,2178,35
NYS-2009-0053,Putnam Mountain fire,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,2009-04-16T00:00:00.000,5,5F,WASHINGTON,FORT ANN,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,0.5,43.44432,-73.55633,Private Property,,0.00,0,0,0,0,0,0,"Laczko,Jaime ",911 Dispatch,,"{'latitude': '43.44432', 'longitude': '-73.55633'}",91,2184,727
NYS-2009-0052,TOPNOTCH,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,6,6C,HERKIMER,LITTLE FALLS,Smoking, 5 - Brush - Continuous but Light,5,0.1,43.06639,-74.86419,Private Property,,0.00,0,0,0,0,0,0,"Pickett,Adam ",911 Dispatch,,"{'latitude': '43.06639', 'longitude': '-74.86419'}",570,2088,676
NYS-2009-0051,HEART,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-16T00:00:00.000,1,1A,SUFFOLK,SMITHTOWN,Children, 9 - Timber - Medium Hardwood Litter,5,0.5,40.76700,-72.56550,Private Property,,0.00,0,0,0,0,0,0,"Slade,Kevin M",911 Dispatch,,"{'latitude': '40.767', 'longitude': '-72.5655'}",,,1013
NYS-2009-0050,brockert,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,6,6B,LEWIS,DENMARK,Debris Burning, 3 - Grass - Heavy,4,6.0,43.84299,-75.53939,Private Property,,0.00,0,0,0,1,0,0,"Hubschmitt,Michael ",911 Dispatch,,"{'latitude': '43.84299', 'longitude': '-75.53939'}",571,623,619
NYS-2009-0049,scanlon,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,5,5B,FRANKLIN,BOMBAY,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.8,44.91300,-74.55790,Private Property,,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.913', 'longitude': '-74.5579'}",208,621,193
NYS-2009-0048,Simard Fire,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,4,4A,COLUMBIA,HILLSDALE,Equipment, 8 - Timber - Light Hardwood Litter,5,1.0,42.26617,-73.54728,Private Property,,0.00,0,0,0,2,0,1,"Breigle,Jeffrey ",911 Dispatch,,"{'latitude': '42.26617', 'longitude': '-73.54728'}",973,619,516
NYS-2009-0047,skye,2009-04-15T00:00:00.000,2009-04-15T00:00:00.000,2009-04-17T00:00:00.000,5,5B,CLINTON,BEEKMANTOWN,Debris Burning, 8 - Timber - Light Hardwood Litter,5,2.0,44.79337,-73.56654,Private Property,,0.00,0,0,0,3,1,0,"Praczkajlo,Robert ",Other,,"{'latitude': '44.79337', 'longitude': '-73.56654'}",337,2038,13
NYS-2009-0046,Seitter,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,3,3A,SULLIVAN,MAMAKATING,Debris Burning, 8 - Timber - Light Hardwood Litter,4,2.5,41.62831,-74.47569,Private Property,,0.00,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '41.62831', 'longitude': '-74.47569'}",1098,2180,653
NYS-2009-0045,Tombstone Fire,2009-04-14T00:00:00.000,2009-04-14T00:00:00.000,2009-04-15T00:00:00.000,7,7A,CHENANGO,NORWICH,Incendiary, 9 - Timber - Medium Hardwood Litter,4,1.0,42.51712,-75.53111,Private Property,,0.00,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'latitude': '42.51712', 'longitude': '-75.53111'}",446,2037,263
NYS-2009-0044,Toothaker Fire,2009-04-14T00:00:00.000,2009-04-14T00:00:00.000,2009-04-17T00:00:00.000,6,6A,ST LAWRENCE,PITCAIRN,Children, 3 - Grass - Heavy,4,9.0,44.20874,-75.30085,State Forest/RF Area,Toothaker Creek SF,0.00,0,0,0,0,0,0,"Hoag,Gregory W",Local P.D.,,"{'latitude': '44.20874', 'longitude': '-75.30085'}",1574,2140,313
NYS-2009-0043,Grand Terrace Fire,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,3,3B,ULSTER,WAWARSING,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,1.2,41.74469,-74.28346,Private Property,,0.00,0,0,0,0,0,0,"Mecus,Robert ",911 Dispatch,,"{'latitude': '41.74469', 'longitude': '-74.28346'}",195,2182,407
NYS-2009-0042,Trim,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,7,7A,BROOME,WINDSOR,Debris Burning, 1 - Grass - Light,4,10.4,42.07581,-75.74542,Private Property,,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'latitude': '42.07581', 'longitude': '-75.74542'}",474,2033,936
NYS-2009-0041,Santana Fire,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,2009-04-13T00:00:00.000,5,5B,ESSEX,JAY,Debris Burning, 4 - Brush - Heavy/Volatile,5,1.0,44.41171,-73.63558,Private Property,,0.00,0,0,0,4,0,0,"Praczkajlo,Robert ",911 Dispatch,,"{'latitude': '44.41171', 'longitude': '-73.63558'}",206,2084,443
NYS-2009-0040,South Beacon Mtn,2009-04-09T00:00:00.000,2009-04-09T00:00:00.000,2009-04-10T00:00:00.000,3,3B,DUTCHESS,FISHKILL,Miscellaneous, 9 - Timber - Medium Hardwood Litter,5,9.5,41.48183,-73.94367,Private Property,,0.00,0,0,0,0,0,0,"Baldwin,Benjamin C",911 Dispatch,,"{'latitude': '41.48183', 'longitude': '-73.94367'}",950,2040,596
NYS-2009-0039,State Line,2009-04-09T00:00:00.000,2009-04-09T00:00:00.000,2009-04-09T00:00:00.000,8,8A,STEUBEN,CATON,Children, 1 - Grass - Light,5,2.0,42.00087,-77.02112,Private Property,,0.00,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'latitude': '42.00087', 'longitude': '-77.02112'}",57,2178,41
NYS-2009-0038,Castleman,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,7,7A,BROOME,VESTAL,Debris Burning, 1 - Grass - Light,4,8.2,42.01349,-76.03764,Private Property,,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'latitude': '42.01349', 'longitude': '-76.03764'}",466,2033,937
NYS-2009-0037,Van Horne Fire,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,4,4B,SCHOHARIE,BROOME,Debris Burning, 1 - Grass - Light,5,2.0,42.51678,-74.25832,Private Property,,0.00,0,0,0,0,0,0,"Edmunds,Thomas R",911 Dispatch,,"{'latitude': '42.51678', 'longitude': '-74.25832'}",1295,629,171
NYS-2009-0036,Frogley Fire,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,4,4B,SCHOHARIE,MIDDLEBURGH,Debris Burning, 1 - Grass - Light,5,0.5,42.36139,-74.22161,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",Landowner,,"{'latitude': '42.36139', 'longitude': '-74.22161'}",943,2087,750
NYS-2009-0035,Cameron Rx,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,2009-04-02T00:00:00.000,8,8A,STEUBEN,CAMERON,Prescribed Fire, 3 - Grass - Heavy,4,17.0,42.19000,-77.37833,State Forest/RF Area,Cameron Mills,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",Ranger Patrol,,"{'latitude': '42.19', 'longitude': '-77.37833'}",1765,2178,44
NYS-2009-0034,West Fulton Road Fire,2009-03-27T00:00:00.000,2009-03-27T00:00:00.000,2009-03-27T00:00:00.000,4,4B,SCHOHARIE,FULTON,Debris Burning, 1 - Grass - Light,5,2.0,42.60373,-74.47229,Private Property,,0.00,0,1,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.60373', 'longitude': '-74.47229'}",17,629,151
NYS-2009-0033,160 Mannis Road,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,5,5E,WARREN,QUEENSBURY,Children, 8 - Timber - Light Hardwood Litter,5,0.1,43.35600,-73.67500,Private Property,,0.00,0,1,0,1,0,1,"Donegan,Evan F",911 Dispatch,,"{'latitude': '43.356', 'longitude': '-73.675'}",785,2183,818
NYS-2009-0032,Valyou Fire,2009-03-27T00:00:00.000,2009-03-27T00:00:00.000,2009-03-27T00:00:00.000,4,4A,RENSSELAER,PITTSTOWN,Debris Burning, 2 - Grass - Understory,5,0.1,42.85569,-73.58863,Private Property,,0.00,0,0,0,1,0,0,"Hess,Joseph C",911 Dispatch,,"{'latitude': '42.85569', 'longitude': '-73.58863'}",1294,2138,117
NYS-2009-0031,Collar Fire,2009-03-28T00:00:00.000,2009-03-28T00:00:00.000,2009-03-28T00:00:00.000,7,7A,CHENANGO,PLYMOUTH,Incendiary, 8 - Timber - Light Hardwood Litter,5,0.5,42.55808,-75.62853,Private Property,,0.00,0,0,0,0,0,0,"McPherson,James ",911 Dispatch,,"{'latitude': '42.55808', 'longitude': '-75.62853'}",446,2037,258
NYS-2009-0030,King Fire,2009-03-21T00:00:00.000,2009-03-27T00:00:00.000,2009-03-21T00:00:00.000,5,5B,FRANKLIN,FORT COVINGTON,Debris Burning, 1 - Grass - Light,5,0.1,44.96683,-74.57083,Private Property,,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.96683', 'longitude': '-74.57083'}",208,621,185
NYS-2009-0029,Arnold Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-26T00:00:00.000,7,7A,BROOME,LISLE,Debris Burning, 1 - Grass - Light,4,25.0,42.31314,-76.05565,Private Property,,0.00,0,0,0,0,0,0,"Oldroyd,Jeremy M",911 Dispatch,,"{'latitude': '42.31314', 'longitude': '-76.05565'}",433,2033,943
NYS-2009-0028,Barn Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,7,7A,OSWEGO,SCHROEPPEL,Miscellaneous, 1 - Grass - Light,4,7.0,43.27894,-76.27267,Private Property,,0.00,0,0,0,0,0,0,"Jackson,Scott ",911 Dispatch,,"{'latitude': '43.27894', 'longitude': '-76.27267'}",669,2135,233
NYS-2009-0027,Searsburg Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,8,8A,SCHUYLER,HECTOR,Debris Burning, 1 - Grass - Light,4,17.5,42.53028,-76.76850,Private Property,,0.00,0,0,1,0,2,0,"Meehan,William X",911 Dispatch,,"{'latitude': '42.53028', 'longitude': '-76.7685'}",917,2143,645
NYS-2009-0026,walker valley,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,3,3B,ULSTER,SHAWANGUNK,Debris Burning, 8 - Timber - Light Hardwood Litter,5,4.0,41.64735,-74.37456,Private Property,,0.00,0,0,0,0,0,0,"Mecus,Robert ",911 Dispatch,,"{'latitude': '41.64735', 'longitude': '-74.37456'}",1001,2182,409
NYS-2009-0025,Woodhill Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-26T00:00:00.000,8,8A,YATES,ITALY,Smoking, 1 - Grass - Light,4,30.0,42.61397,-77.28490,Private Property,,0.00,0,0,0,0,0,0,"Dormer,Patrick G",DEC Dispatch,,"{'latitude': '42.61397', 'longitude': '-77.2849'}",323,2225,95
NYS-2009-0024,Hartsville Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,8,8A,STEUBEN,HARTSVILLE,Debris Burning, 1 - Grass - Light,5,3.5,42.21478,-77.72074,Private Property,,0.00,0,0,0,0,0,0,"Dormer,Patrick G",911 Dispatch,,"{'latitude': '42.21478', 'longitude': '-77.72074'}",1782,2178,33
NYS-2009-0023,Swan Lake,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,3,3A,SULLIVAN,BETHEL,Debris Burning, 8 - Timber - Light Hardwood Litter,3,1.5,41.74129,-74.75206,Private Property,,0.00,0,0,0,0,0,0,"Seeley,Jason J",911 Dispatch,,"{'latitude': '41.74129', 'longitude': '-74.75206'}",1046,2180,664
NYS-2009-0022,Beaver Meadow Fire,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,7,7A,CHENANGO,OTSELIC,Smoking, 1 - Grass - Light,5,0.5,42.67848,-75.71955,Private Property,,0.00,0,0,0,0,0,0,"Prunoske,James ",911 Dispatch,,"{'latitude': '42.67848', 'longitude': '-75.71955'}",452,2037,262
NYS-2009-0021,Monticello,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,3,3A,SULLIVAN,THOMPSON,Debris Burning, 9 - Timber - Medium Hardwood Litter,4,3.0,41.69450,-74.70100,Private Property,,0.00,0,0,0,0,0,0,"Meade,David ",911 Dispatch,,"{'latitude': '41.6945', 'longitude': '-74.701'}",1024,2180,650
NYS-2009-0020,Callicoon,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,2009-03-25T00:00:00.000,3,3A,SULLIVAN,BETHEL,Debris Burning, 8 - Timber - Light Hardwood Litter,4,5.5,41.69164,-74.90998,Private Property,,0.00,0,0,0,0,0,0,"Miller,Gary W",911 Dispatch,,"{'latitude': '41.69164', 'longitude': '-74.90998'}",1042,2180,664
NYS-2009-0019,castle rock,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,2009-04-06T00:00:00.000,3,3B,PUTNAM,PHILIPSTOWN,Incendiary,10 - Timber  - Heavy Litter/Downed Fuels,4,70.0,41.36710,-73.94412,Unique Area,Castle Rock,0.00,0,0,0,0,0,0,"Baldwin,Benjamin C",911 Dispatch,,"{'latitude': '41.3671', 'longitude': '-73.94412'}",1246,627,100
NYS-2009-0018,Ranch Hill Fire,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,3,3A,SULLIVAN,FALLSBURGH,Debris Burning, 7 - Brush - Understory,1,1.0,41.67752,-74.60662,Private Property,N/A,0.00,0,0,0,0,0,0,"Miller,Gary W",911 Dispatch,,"{'latitude': '41.67752', 'longitude': '-74.60662'}",1096,2180,660
NYS-2009-0017,College lane Fire,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,3,3B,DUTCHESS,WASHINGTON,Debris Burning, 9 - Timber - Medium Hardwood Litter,5,0.3,41.76924,-73.70797,Private Property,,0.00,0,0,0,0,1,0,"Temple,Jenifer L",911 Dispatch,,"{'latitude': '41.76924', 'longitude': '-73.70797'}",982,2040,603
NYS-2009-0016,Rush Oak Openings II,2009-03-24T00:00:00.000,2009-03-24T00:00:00.000,2009-03-25T00:00:00.000,8,8A,MONROE,RUSH,Prescribed Fire, 3 - Grass - Heavy,4,43.0,42.96166,-77.68000,Unique Area,Rush Oak Openings,0.00,0,0,0,0,0,0,"Carpenter,Timothy J",Ranger Patrol,,"{'latitude': '42.96166', 'longitude': '-77.68'}",401,2093,536
NYS-2009-0015,Rush Oak Openings,2009-03-21T00:00:00.000,2009-03-24T00:00:00.000,2009-03-22T00:00:00.000,8,8A,MONROE,RUSH,Prescribed Fire, 1 - Grass - Light,4,55.0,42.96166,-77.68000,Unique Area,Rush Oak Openings,0.00,0,0,0,0,0,0,"Meehan,William X",Ranger Patrol,,"{'latitude': '42.96166', 'longitude': '-77.68'}",401,2093,536
NYS-2009-0014,James Baird Fire,2009-03-23T00:00:00.000,2009-03-24T00:00:00.000,2009-04-24T00:00:00.000,3,3B,DUTCHESS,LA GRANGE,Campfire, 8 - Timber - Light Hardwood Litter,4,7.0,41.68249,-73.79105,OPR&HP (State Parks),James Baird SP,0.00,0,0,0,0,0,0,"Temple,Jenifer L",911 Dispatch,,"{'latitude': '41.68249', 'longitude': '-73.79105'}",1003,2040,594
NYS-2009-0013,Greenville Fire,2009-03-23T00:00:00.000,2009-03-23T00:00:00.000,2009-03-23T00:00:00.000,4,4A,GREENE,GREENVILLE,Debris Burning, 1 - Grass - Light,4,2.0,42.40523,-74.02503,Private Property,,0.00,0,0,0,0,1,0,"Nelson,Christine X",911 Dispatch,,"{'latitude': '42.40523', 'longitude': '-74.02503'}",1228,2087,757
NYS-2009-0012,River Road North Fire,2009-03-22T00:00:00.000,2009-03-23T00:00:00.000,2009-03-23T00:00:00.000,1,1A,SUFFOLK,RIVERHEAD,Prescribed Fire, 3 - Grass - Heavy,4,24.3,40.90740,-72.75955,Wildlife Management Area,peconic Headwaters nma,0.00,0,0,0,0,0,0,"Gallagher,Bryan ",Ranger Patrol,,"{'latitude': '40.9074', 'longitude': '-72.75955'}",1534,2179,1017
NYS-2009-0011,Turon Road Fire,2009-03-14T00:00:00.000,2009-03-14T00:00:00.000,2009-03-14T00:00:00.000,4,4A,GREENE,GREENVILLE,Miscellaneous, 1 - Grass - Light,4,2.0,42.41743,-74.00902,Private Property,,0.00,0,0,0,0,0,0,"Glesmann,Karen ",911 Dispatch,,"{'latitude': '42.41743', 'longitude': '-74.00902'}",1228,2087,757
NYS-2009-0010,Drift Hill Road Fire,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,4,4B,SCHOHARIE,SUMMIT,Incendiary, 1 - Grass - Light,4,12.8,42.57087,-74.64881,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.57087', 'longitude': '-74.64881'}",1189,629,143
NYS-2009-0009,Gates Hill Road Fire,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,2009-03-21T00:00:00.000,4,4B,SCHOHARIE,BROOME,Debris Burning, 1 - Grass - Light,5,0.2,42.51823,-74.31581,Private Property,,0.00,0,0,0,0,0,0,"Henry,William ",911 Dispatch,,"{'latitude': '42.51823', 'longitude': '-74.31581'}",1295,629,171
NYS-2009-0008,bidelspach,2009-03-22T00:00:00.000,2009-03-22T00:00:00.000,2009-03-22T00:00:00.000,5,5B,ESSEX,JAY,Debris Burning, 1 - Grass - Light,3,0.5,44.24897,-73.39499,Private Property,,0.00,0,0,0,0,0,0,"Fox,Daniel ",DEC Dispatch,,"{'latitude': '44.24897', 'longitude': '-73.39499'}",267,2084,419
NYS-2009-0007,Clendenning Fire,2009-03-20T00:00:00.000,2009-03-20T00:00:00.000,2009-03-20T00:00:00.000,8,8A,STEUBEN,LINDLEY,Debris Burning, 1 - Grass - Light,5,2.0,42.06589,-77.19947,Private Property,,0.00,0,0,0,0,0,0,"Farrand,Anne M",911 Dispatch,,"{'latitude': '42.06589', 'longitude': '-77.19947'}",56,2178,28
NYS-2009-0006,Fred Rial,2009-03-19T00:00:00.000,2009-03-19T00:00:00.000,2009-03-20T00:00:00.000,8,8A,STEUBEN,ADDISON,Equipment, 1 - Grass - Light,4,6.0,42.17619,-77.23384,Private Property,,6.00,0,0,1,1,1,3,"Farrand,Anne M",911 Dispatch,,"{'latitude': '42.17619', 'longitude': '-77.23384'}",1767,2178,48
NYS-2009-0005,St Patricks day fire,2009-03-17T00:00:00.000,2009-03-17T00:00:00.000,2009-03-17T00:00:00.000,9,9A,CATTARAUGUS,EAST OTTO,Miscellaneous, 1 - Grass - Light,3,7.0,42.36414,-78.67726,Private Property,East Otto State Forest,0.00,0,0,0,0,0,0,"Flanagan,Martin T",911 Dispatch,,"{'latitude': '42.36414', 'longitude': '-78.67726'}",1709,2034,365
NYS-2009-0004,Swasika Rd Fire,2009-03-17T00:00:00.000,2009-03-17T00:00:00.000,2009-03-17T00:00:00.000,5,5B,CLINTON,BLACK BROOK,Debris Burning, 1 - Grass - Light,5,0.5,44.51360,-73.76744,Private Property,,0.00,0,0,0,0,0,0,"Fox,Daniel ",911 Dispatch,,"{'latitude': '44.5136', 'longitude': '-73.76744'}",304,2038,12
NYS-2009-0003,Tuscarora,2009-03-16T00:00:00.000,2009-03-16T00:00:00.000,2009-03-16T00:00:00.000,8,8A,STEUBEN,TUSCARORA,Debris Burning, 1 - Grass - Light,4,5.0,42.08418,-77.22867,Private Property,,0.00,0,0,0,0,1,1,"Meehan,William X",911 Dispatch,,"{'latitude': '42.08418', 'longitude': '-77.22867'}",1748,2178,22
NYS-2009-0002,Manley Fire,2009-03-16T00:00:00.000,2009-03-16T00:00:00.000,2009-03-16T00:00:00.000,5,5B,FRANKLIN,MALONE,Miscellaneous, 1 - Grass - Light,5,0.1,44.82655,-74.32146,Private Property,,0.00,0,0,0,0,0,0,"Gliddi,Thomas ",911 Dispatch,,"{'latitude': '44.82655', 'longitude': '-74.32146'}",278,621,182
NYS-2009-0001,Keese Fire,2009-03-15T00:00:00.000,2009-03-15T00:00:00.000,2009-03-15T00:00:00.000,5,5F,WASHINGTON,JACKSON,Debris Burning, 1 - Grass - Light,5,0.3,43.10929,-73.39170,Private Property,,0.00,0,0,0,0,1,0,"Bodnar,Michael J",911 Dispatch,,"{'latitude': '43.10929', 'longitude': '-73.3917'}",803,2184,720
